auction_date,species_name,avg_price,trade_quantity,avg_weight_kg,tier_code_id,market_name,date,water_temperature,humidity,pressure,avg_temperature,wind_speed,max_temperature,min_temperature,rainfall,season
2018-03-30,(활)넙치,15433.33,2742.6,0.8,FWT_M,노량진수산시장,2018-03-30,9.5,83.6,1023.2,13.2,2.0,21.1,8.9,,spring
2018-03-30,(활)넙치,30000.0,10.0,0.5,FWT_M,노량진수산시장,2018-03-30,9.5,83.6,1023.2,13.2,2.0,21.1,8.9,,spring
2018-03-30,(활)넙치,30000.0,3.0,0.3333333333333333,FWT_S,노량진수산시장,2018-03-30,9.5,83.6,1023.2,13.2,2.0,21.1,8.9,,spring
2018-03-31,(활)농어,17000.0,6.9,0.8,FWT_M,노량진수산시장,2018-03-31,13.1,63.5,1020.7,15.0,1.9,22.4,8.9,,spring
2018-03-31,(활)우럭,7700.0,404.8,0.8,FWT_M,노량진수산시장,2018-03-31,13.1,63.5,1020.7,15.0,1.9,22.4,8.9,,spring
2018-03-31,(활)참숭어,4750.0,1678.2,0.8,FWT_M,노량진수산시장,2018-03-31,13.1,63.5,1020.7,15.0,1.9,22.4,8.9,,spring
2018-03-31,(활)참돔,35460.0,791.5,0.8,FWT_M,노량진수산시장,2018-03-31,13.1,63.5,1020.7,15.0,1.9,22.4,8.9,,spring
2018-03-31,(활)넙치,13100.0,3364.7,0.8,FWT_M,노량진수산시장,2018-03-31,13.1,63.5,1020.7,15.0,1.9,22.4,8.9,,spring
2018-04-02,(활)우럭,7400.0,792.8,0.8,FWT_M,노량진수산시장,2018-04-02,13.5,80.9,1016.4,18.4,3.3,24.3,12.9,,spring
2018-04-02,(활)농어,11033.33,72.0,0.8,FWT_M,노량진수산시장,2018-04-02,13.5,80.9,1016.4,18.4,3.3,24.3,12.9,,spring
2018-04-02,(활)참돔,23400.0,481.4,0.8,FWT_M,노량진수산시장,2018-04-02,13.5,80.9,1016.4,18.4,3.3,24.3,12.9,,spring
2018-04-02,(활)참숭어,3100.0,2668.7,0.8,FWT_M,노량진수산시장,2018-04-02,13.5,80.9,1016.4,18.4,3.3,24.3,12.9,,spring
2018-04-02,(활)넙치,10500.0,2138.4,0.8,FWT_M,노량진수산시장,2018-04-02,13.5,80.9,1016.4,18.4,3.3,24.3,12.9,,spring
2018-04-03,(활)농어,10100.0,171.6,0.8,FWT_M,노량진수산시장,2018-04-03,13.7,86.5,1017.4,18.9,2.8,23.9,14.1,0.1,spring
2018-04-03,(활)참숭어,2850.0,2912.5,0.8,FWT_M,노량진수산시장,2018-04-03,13.7,86.5,1017.4,18.9,2.8,23.9,14.1,0.1,spring
2018-04-03,(활)우럭,8350.0,387.2,0.8,FWT_M,노량진수산시장,2018-04-03,13.7,86.5,1017.4,18.9,2.8,23.9,14.1,0.1,spring
2018-04-03,(활)참돔,22633.33,368.3,0.8,FWT_M,노량진수산시장,2018-04-03,13.7,86.5,1017.4,18.9,2.8,23.9,14.1,0.1,spring
2018-04-04,(활)우럭,7133.33,374.0,0.8,FWT_M,노량진수산시장,2018-04-04,10.8,97.0,1017.1,13.1,3.3,17.8,10.7,13.1,spring
2018-04-04,(활)참숭어,5100.0,1843.0,0.8,FWT_M,노량진수산시장,2018-04-04,10.8,97.0,1017.1,13.1,3.3,17.8,10.7,13.1,spring
2018-04-04,(활)넙치,9409.09,3497.9,0.8,FWT_M,노량진수산시장,2018-04-04,10.8,97.0,1017.1,13.1,3.3,17.8,10.7,13.1,spring
2018-04-04,(활)농어,14650.0,249.0,0.8,FWT_M,노량진수산시장,2018-04-04,10.8,97.0,1017.1,13.1,3.3,17.8,10.7,13.1,spring
2018-04-04,(활)참돔,17900.0,84.6,0.8,FWT_M,노량진수산시장,2018-04-04,10.8,97.0,1017.1,13.1,3.3,17.8,10.7,13.1,spring
2018-04-05,(활)농어,9250.0,64.4,0.8,FWT_M,노량진수산시장,2018-04-05,10.9,96.3,1013.9,12.4,4.6,15.3,10.8,22.2,spring
2018-04-05,(활)우럭,9833.33,1043.1,0.8,FWT_M,노량진수산시장,2018-04-05,10.9,96.3,1013.9,12.4,4.6,15.3,10.8,22.2,spring
2018-04-05,(활)넙치,12366.67,2556.3,0.8,FWT_M,노량진수산시장,2018-04-05,10.9,96.3,1013.9,12.4,4.6,15.3,10.8,22.2,spring
2018-04-05,(활)참숭어,5500.0,1051.6,0.8,FWT_M,노량진수산시장,2018-04-05,10.9,96.3,1013.9,12.4,4.6,15.3,10.8,22.2,spring
2018-04-05,(활)참돔,21600.0,406.1,0.8,FWT_M,노량진수산시장,2018-04-05,10.9,96.3,1013.9,12.4,4.6,15.3,10.8,22.2,spring
2018-04-06,(활)넙치,20000.0,4.0,0.5,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)농어,9600.0,106.6,0.8,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)참숭어,5166.67,2642.0,0.8,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)넙치,11575.0,3119.8,0.8,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)우럭,7600.0,101.0,0.8,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)넙치,20000.0,1.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-06,(활)참돔,17400.0,239.4,0.8,FWT_M,노량진수산시장,2018-04-06,11.0,79.0,1014.6,8.2,9.5,12.5,5.1,23.3,spring
2018-04-07,(활)넙치,22300.0,3.0,0.25,FWT_S,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)참돔,17600.0,478.1,0.8,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)넙치,12942.86,2326.9,0.8,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)넙치,20300.0,3.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)넙치,18000.0,1.0,0.5,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)농어,8900.0,20.4,0.8,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)우럭,8450.0,1225.8,0.8,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-07,(활)참숭어,4950.0,1451.7,0.8,FWT_M,노량진수산시장,2018-04-07,10.9,61.1,1018.8,5.6,8.9,8.2,2.3,0.6,spring
2018-04-09,(활)참돔,17850.0,269.4,0.8,FWT_M,노량진수산시장,2018-04-09,10.9,74.8,1018.0,12.0,2.8,17.6,7.5,,spring
2018-04-09,(활)우럭,9900.0,660.4,0.8,FWT_M,노량진수산시장,2018-04-09,10.9,74.8,1018.0,12.0,2.8,17.6,7.5,,spring
2018-04-09,(활)넙치,14720.0,2410.6,0.8,FWT_M,노량진수산시장,2018-04-09,10.9,74.8,1018.0,12.0,2.8,17.6,7.5,,spring
2018-04-09,(활)참숭어,3050.0,2257.2,0.8,FWT_M,노량진수산시장,2018-04-09,10.9,74.8,1018.0,12.0,2.8,17.6,7.5,,spring
2018-04-09,(활)농어,10900.0,38.1,0.8,FWT_M,노량진수산시장,2018-04-09,10.9,74.8,1018.0,12.0,2.8,17.6,7.5,,spring
2018-04-10,(활)넙치,26200.0,6.0,0.25,FWT_S,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)참숭어,3600.0,2450.2,0.8,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)우럭,46350.0,139.0,0.8,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)참돔,26500.0,59.5,0.8,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)넙치,27200.0,6.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)농어,14600.0,68.1,0.8,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)넙치,16340.0,790.6,0.8,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-10,(활)넙치,22000.0,1.0,0.5,FWT_M,노량진수산시장,2018-04-10,11.4,79.8,1013.7,16.8,6.3,21.0,10.8,1.9,spring
2018-04-11,(활)참숭어,3300.0,665.6,0.8,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)넙치,32000.0,1.0,0.25,FWT_S,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)넙치,20000.0,1.0,1.0,FWT_L,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)넙치,27000.0,2.0,0.5,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)넙치,12900.0,1156.1,0.8,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)넙치,36000.0,6.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)농어,9000.0,19.4,0.8,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)우럭,19075.0,746.0,0.8,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-11,(활)참돔,48100.0,69.2,0.8,FWT_M,노량진수산시장,2018-04-11,11.7,81.8,1013.0,13.9,4.1,19.2,8.7,0.2,spring
2018-04-12,(활)우럭,8625.0,812.3,0.8,FWT_M,노량진수산시장,2018-04-12,11.7,67.1,1019.3,11.8,2.3,17.5,6.3,,spring
2018-04-12,(활)넙치,15216.67,763.9,0.8,FWT_M,노량진수산시장,2018-04-12,11.7,67.1,1019.3,11.8,2.3,17.5,6.3,,spring
2018-04-12,(활)참숭어,5000.0,1124.6,0.8,FWT_M,노량진수산시장,2018-04-12,11.7,67.1,1019.3,11.8,2.3,17.5,6.3,,spring
2018-04-12,(활)참돔,27400.0,209.3,0.8,FWT_M,노량진수산시장,2018-04-12,11.7,67.1,1019.3,11.8,2.3,17.5,6.3,,spring
2018-04-13,(활)농어,18600.0,22.8,0.8,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)넙치,30000.0,2.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)참돔,16400.0,499.5,0.8,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)넙치,35000.0,1.0,0.5,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)참숭어,2600.0,3637.6,0.8,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)넙치,35000.0,2.0,0.25,FWT_S,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)넙치,19733.33,1612.7,0.8,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-13,(활)우럭,7900.0,940.1,0.8,FWT_M,노량진수산시장,2018-04-13,11.8,47.0,1020.5,14.1,3.4,17.9,9.6,0.0,spring
2018-04-14,(활)우럭,10066.67,877.8,0.8,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)우럭,90000.0,5.0,0.1,FWT_XS,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)참숭어,6700.0,1200.5,0.8,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)농어,15850.0,46.0,0.8,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)넙치,14000.0,2.0,1.0,FWT_L,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)참돔,74300.0,471.2,0.8,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)넙치,12650.0,5.5,0.5,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)넙치,31000.0,8.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)넙치,19500.0,5.9,0.25,FWT_S,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-14,(활)넙치,14466.67,1320.4,0.8,FWT_M,노량진수산시장,2018-04-14,11.7,93.4,1008.1,10.7,6.4,15.0,7.9,20.4,spring
2018-04-16,(활)참돔,16500.0,173.9,0.8,FWT_M,노량진수산시장,2018-04-16,11.9,80.6,1020.3,9.9,3.3,14.4,5.7,,spring
2018-04-16,(활)참숭어,3100.0,2019.9,0.8,FWT_M,노량진수산시장,2018-04-16,11.9,80.6,1020.3,9.9,3.3,14.4,5.7,,spring
2018-04-16,(활)우럭,5800.0,494.4,0.8,FWT_M,노량진수산시장,2018-04-16,11.9,80.6,1020.3,9.9,3.3,14.4,5.7,,spring
2018-04-16,(활)넙치,26000.0,1.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-16,11.9,80.6,1020.3,9.9,3.3,14.4,5.7,,spring
2018-04-16,(활)넙치,12685.71,956.0,0.8,FWT_M,노량진수산시장,2018-04-16,11.9,80.6,1020.3,9.9,3.3,14.4,5.7,,spring
2018-04-17,(활)우럭,8750.0,264.4,0.8,FWT_M,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)넙치,35000.0,3.0,0.25,FWT_S,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)넙치,35000.0,1.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)농어,16900.0,70.2,0.8,FWT_M,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)넙치,11033.33,2239.1,0.8,FWT_M,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)참숭어,2100.0,2101.8,0.8,FWT_M,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-17,(활)참돔,19733.33,533.1,0.8,FWT_M,노량진수산시장,2018-04-17,12.0,78.4,1020.4,12.2,2.7,17.3,8.3,,spring
2018-04-18,(활)우럭,8650.0,122.1,0.8,FWT_M,노량진수산시장,2018-04-18,12.3,81.0,1018.7,10.9,2.0,16.1,6.8,,spring
2018-04-18,(활)참숭어,1800.0,2503.2,0.8,FWT_M,노량진수산시장,2018-04-18,12.3,81.0,1018.7,10.9,2.0,16.1,6.8,,spring
2018-04-18,(활)농어,10100.0,16.2,0.8,FWT_M,노량진수산시장,2018-04-18,12.3,81.0,1018.7,10.9,2.0,16.1,6.8,,spring
2018-04-18,(활)참돔,17233.33,443.0,0.8,FWT_M,노량진수산시장,2018-04-18,12.3,81.0,1018.7,10.9,2.0,16.1,6.8,,spring
2018-04-18,(활)넙치,9728.57,2320.0,0.8,FWT_M,노량진수산시장,2018-04-18,12.3,81.0,1018.7,10.9,2.0,16.1,6.8,,spring
2018-04-19,(활)참숭어,2300.0,1718.0,0.8,FWT_M,노량진수산시장,2018-04-19,12.4,71.8,1019.0,12.7,1.5,19.6,5.1,,spring
2018-04-19,(활)참돔,14200.0,567.9,0.8,FWT_M,노량진수산시장,2018-04-19,12.4,71.8,1019.0,12.7,1.5,19.6,5.1,,spring
2018-04-19,(활)넙치,9830.0,3666.2,0.8,FWT_M,노량진수산시장,2018-04-19,12.4,71.8,1019.0,12.7,1.5,19.6,5.1,,spring
2018-04-19,(활)우럭,9133.33,1241.6,0.8,FWT_M,노량진수산시장,2018-04-19,12.4,71.8,1019.0,12.7,1.5,19.6,5.1,,spring
2018-04-19,(활)농어,16150.0,209.1,0.8,FWT_M,노량진수산시장,2018-04-19,12.4,71.8,1019.0,12.7,1.5,19.6,5.1,,spring
2018-04-20,(활)농어,11033.33,114.0,0.8,FWT_M,노량진수산시장,2018-04-20,12.0,69.3,1020.1,15.6,1.5,22.5,9.4,,spring
2018-04-20,(활)넙치,10758.33,3543.4,0.8,FWT_M,노량진수산시장,2018-04-20,12.0,69.3,1020.1,15.6,1.5,22.5,9.4,,spring
2018-04-20,(활)참돔,25600.0,378.1,0.8,FWT_M,노량진수산시장,2018-04-20,12.0,69.3,1020.1,15.6,1.5,22.5,9.4,,spring
2018-04-20,(활)참숭어,7900.0,455.1,0.8,FWT_M,노량진수산시장,2018-04-20,12.0,69.3,1020.1,15.6,1.5,22.5,9.4,,spring
2018-04-20,(활)우럭,9450.0,568.1,0.8,FWT_M,노량진수산시장,2018-04-20,12.0,69.3,1020.1,15.6,1.5,22.5,9.4,,spring
2018-04-21,(활)우럭,8950.0,1080.0,0.8,FWT_M,노량진수산시장,2018-04-21,13.0,73.0,1018.5,17.7,3.1,23.3,10.5,,spring
2018-04-21,(활)넙치,9154.55,4189.5,0.8,FWT_M,노량진수산시장,2018-04-21,13.0,73.0,1018.5,17.7,3.1,23.3,10.5,,spring
2018-04-21,(활)참돔,12200.0,332.0,0.8,FWT_M,노량진수산시장,2018-04-21,13.0,73.0,1018.5,17.7,3.1,23.3,10.5,,spring
2018-04-21,(활)농어,8800.0,152.3,0.8,FWT_M,노량진수산시장,2018-04-21,13.0,73.0,1018.5,17.7,3.1,23.3,10.5,,spring
2018-04-23,(활)넙치,23800.0,4.0,0.5,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)참돔,70000.0,7.0,1.5,FWT_L,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)참돔,12150.0,397.3,0.8,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)넙치,9360.0,4280.5,0.8,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)농어,12560.0,215.3,0.8,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)참숭어,10233.33,588.6,0.8,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)우럭,8100.0,266.6,0.8,FWT_M,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)넙치,18000.0,5.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-23,(활)넙치,20000.0,1.0,0.25,FWT_S,노량진수산시장,2018-04-23,13.5,97.0,1011.2,15.1,4.3,15.7,14.2,58.7,spring
2018-04-24,(활)넙치,9000.0,2.0,1.0,FWT_L,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-24,(활)참숭어,7000.0,1188.8,0.8,FWT_M,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-24,(활)참돔,12500.0,89.6,0.8,FWT_M,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-24,(활)넙치,9000.0,1.0,0.5,FWT_M,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-24,(활)우럭,6500.0,709.3,0.8,FWT_M,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-24,(활)넙치,10175.0,1623.0,0.8,FWT_M,노량진수산시장,2018-04-24,13.4,97.0,1008.6,13.7,2.9,15.3,12.6,20.3,spring
2018-04-25,(활)참숭어,2466.67,2286.0,0.8,FWT_M,노량진수산시장,2018-04-25,13.7,85.5,1013.6,14.2,2.1,18.2,11.6,0.9,spring
2018-04-25,(활)우럭,7825.0,429.0,0.8,FWT_M,노량진수산시장,2018-04-25,13.7,85.5,1013.6,14.2,2.1,18.2,11.6,0.9,spring
2018-04-25,(활)참돔,17133.33,243.7,0.8,FWT_M,노량진수산시장,2018-04-25,13.7,85.5,1013.6,14.2,2.1,18.2,11.6,0.9,spring
2018-04-25,(활)넙치,7428.57,1924.4,0.8,FWT_M,노량진수산시장,2018-04-25,13.7,85.5,1013.6,14.2,2.1,18.2,11.6,0.9,spring
2018-04-25,(활)넙치,25000.0,1.0,0.2,FWT_S,노량진수산시장,2018-04-25,13.7,85.5,1013.6,14.2,2.1,18.2,11.6,0.9,spring
2018-04-26,(활)참돔,14675.0,620.1,0.8,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,9400.0,2291.7,0.8,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)농어,14833.33,70.4,0.8,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)우럭,8566.67,589.6,0.8,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,18000.0,1.0,0.125,FWT_XS,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,25000.0,1.0,0.1666666666666666,FWT_XS,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,23800.0,8.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,20000.0,2.0,0.2,FWT_S,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)참숭어,5600.0,937.6,0.8,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,20500.0,6.0,0.5,FWT_M,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-26,(활)넙치,25000.0,2.0,0.25,FWT_S,노량진수산시장,2018-04-26,13.7,82.8,1015.2,13.6,1.9,19.0,10.1,,spring
2018-04-27,(활)참돔,13650.0,539.0,0.8,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)넙치,21400.0,7.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)넙치,25300.0,3.0,0.25,FWT_S,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)넙치,13116.67,2154.9,0.8,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)우럭,10100.0,735.8,0.8,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)참숭어,3700.0,1872.8,0.8,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)농어,11650.0,86.2,0.8,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-27,(활)넙치,17000.0,5.0,0.5,FWT_M,노량진수산시장,2018-04-27,14.8,82.1,1015.9,14.0,1.9,18.0,10.2,0.0,spring
2018-04-28,(활)넙치,12980.0,4433.4,0.8,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)참숭어,6566.67,1919.4,0.8,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)참돔,14133.33,816.6,0.8,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)우럭,8700.0,366.8,0.8,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)농어,8250.0,54.3,0.8,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)넙치,15000.0,4.0,0.5,FWT_M,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-28,(활)넙치,16000.0,1.0,0.3333333333333333,FWT_S,노량진수산시장,2018-04-28,14.6,81.4,1017.4,15.3,1.6,21.0,10.3,,spring
2018-04-30,(활)농어,15250.0,44.6,0.8,FWT_M,노량진수산시장,2018-04-30,15.0,89.4,1014.5,19.5,2.9,23.7,16.2,0.0,spring
2018-04-30,(활)우럭,8550.0,1050.4,0.8,FWT_M,노량진수산시장,2018-04-30,15.0,89.4,1014.5,19.5,2.9,23.7,16.2,0.0,spring
2018-04-30,(활)참숭어,3966.67,1913.3,0.8,FWT_M,노량진수산시장,2018-04-30,15.0,89.4,1014.5,19.5,2.9,23.7,16.2,0.0,spring
